"Site.State","Site.County","Year","Turbine.Capacity","Turbine.Hub_Height","Turbine.Rotor_Diameter","Turbine.Swept_Area","Turbine.Total_Height","Project.Capacity","Project.Number_Turbines","Site.Latitude","Site.Longitude"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.472191","34.935993"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.451889","34.907696"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.456688","34.910294"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.465988","34.943195"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47599","34.944595"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.472092","34.921295"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.478989","34.948895"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.470688","34.917397"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.443085","34.909096"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.461891","34.920696"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.480591","34.918797"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.451691","34.913395"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.473991","34.960194"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.477188","34.955196"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.466286","34.919495"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.456085","34.953594"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.46479","34.927094"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.471085","34.940796"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.457291","34.936695"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.46109","34.908497"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.45459","34.936695"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.475685","34.950996"
"CA","Kern County","2012","1500","65.0","77.0","4656.63","103.6","189.0","126","-118.47039","34.955395"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.548698","43.750191"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.576897","43.759491"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.530296","43.727291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.568794","43.757992"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.563095","43.731091"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.596901","43.773891"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.555901","43.77039"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.566597","43.783291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.581795","43.774193"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.538498","43.757992"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.510101","43.71629"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.533401","43.70229"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.513802","43.726089"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5625","43.722191"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.570801","43.735291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.537498","43.730392"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.543396","43.731892"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.594398","43.772591"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.559502","43.762489"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5588","43.771191"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.534401","43.74799"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.538399","43.724689"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.507698","43.722893"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.584099","43.775692"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.572197","43.779091"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.512901","43.71759"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.565399","43.757591"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.519096","43.71109"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.582298","43.764393"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.570396","43.772892"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.543594","43.744892"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.549194","43.76659"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.552399","43.76849"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.578499","43.771492"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.567001","43.750893"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.531601","43.741692"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.536697","43.737392"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.558197","43.737789"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5308","43.746693"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.503494","43.712692"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5103","43.724491"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.572296","43.76609"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.540298","43.743591"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.513","43.704189"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5774","43.78009"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.573601","43.758892"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.521194","43.699593"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.559998","43.73959"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.561096","43.778992"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5075","43.715191"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.545097","43.76289"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.550995","43.751591"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.533798","43.735191"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5914","43.771992"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.576897","43.73769"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.507599","43.69529"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.573097","43.73679"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.561401","43.74939"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.54937","43.723389"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.588997","43.77919"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.668396","43.807091"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.586098","43.79649"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.517799","43.721092"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.515297","43.706291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.545898","43.737991"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.511299","43.696091"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.556999","43.761089"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.562996","43.77359"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.579994","43.78109"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.573395","43.788292"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.579399","43.794991"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.546394","43.732693"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.523895","43.70129"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.571297","43.786289"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.549095","43.758392"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5252","43.724392"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.513695","43.697891"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.527298","43.715591"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.537895","43.750191"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.540497","43.731091"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.521301","43.723892"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.546196","43.748791"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.524696","43.714291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.556801","43.74649"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.563797","43.779991"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.560196","43.720791"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5588","43.748093"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.575317","43.768127"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.576599","43.789291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.578995","43.763191"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.528999","43.724991"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.552101","43.744091"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5867","43.77689"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.569","43.78479"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.5149","43.719292"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.589096","43.797192"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.635796","43.79179"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.583595","43.766792"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.554199","43.736389"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.534599","43.720291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.554695","43.716492"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.579994","43.738792"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.541901","43.76099"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.583199","43.795692"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.548096","43.73959"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.583298","43.740589"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.552399","43.759792"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.531502","43.733589"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.526794","43.69569"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.550301","43.741291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.525696","43.735291"
"NY","Lewis County","2006","1650","80.0","82.0","5281.02","121.0","184.8","112","-75.583801","43.758392"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.634201","43.827789"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.617195","43.820789"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.608299","43.797489"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.591896","43.806091"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.638","43.836189"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.568596","43.795292"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.588799","43.803989"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.655884","43.809654"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.650398","43.807491"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.610596","43.78389"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.612701","43.831093"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.6353","43.835293"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.601799","43.801689"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.605202","43.802891"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.636696","43.80909"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.643196","43.805492"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.6558","43.816391"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.596199","43.82629"
"NY","Lewis County","2005","1650","80.0","82.0","5281.02","121.0","136.95","83","-75.629395","43.785591"
