"Site.State","Site.County","Year","Turbine.Capacity","Turbine.Hub_Height","Turbine.Rotor_Diameter","Turbine.Swept_Area","Turbine.Total_Height","Project.Capacity","Project.Number_Turbines","Site.Latitude","Site.Longitude"
"CA","Contra Costa County","2006","1000","55.0","61.4","2960.92","85.6","38.0","38","-121.646584","37.796795"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.660591","36.775093"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.64859","36.764595"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.669891","36.780495"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.65329","36.765495"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.652092","36.774796"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.640892","36.777695"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.635292","36.776894"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.670593","36.769794"
"OK","Harper County","2008","2100","79.0","88.0","6082.12","123.1","18.9","9","-99.666588","36.782295"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.101494","37.632893"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.060593","37.621796"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.041893","37.654694"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.179893","37.630795"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.037392","37.633095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.02359","37.633095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.051491","37.654694"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.069191","37.621796"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.179993","37.618294"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.128693","37.625492"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.078392","37.621796"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.151794","37.628994"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.092789","37.632893"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.069191","37.632893"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.138588","37.640896"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.09259","37.618694"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.128792","37.640896"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.105988","37.644295"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.088692","37.654694"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.050987","37.621796"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.152695","37.639294"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.078293","37.632893"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.069191","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.174492","37.651592"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.065491","37.621796"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.124191","37.625492"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.192688","37.618095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.033188","37.657795"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.078888","37.654594"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.096893","37.632893"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.050888","37.632595"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.110687","37.632893"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.028587","37.629993"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.102089","37.643993"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.014893","37.654793"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.019188","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.014771","37.644417"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.078789","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.023888","37.654495"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.096588","37.618694"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.082993","37.632893"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.141891","37.639393"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.197044","37.631256"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.106194","37.654694"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.152588","37.618095"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.133293","37.625492"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.084991","37.654694"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.046394","37.632996"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.028488","37.657894"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.009094","37.655094"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.001389","37.654694"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.005394","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.055893","37.621796"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.005592","37.655094"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.060989","37.632893"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.046288","37.654694"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.147987","37.618095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.05999","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.092392","37.654793"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.087593","37.632496"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.10569","37.632893"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.133293","37.640896"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.165489","37.618095"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.156891","37.640793"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.161293","37.631096"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.082893","37.621796"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.087494","37.621796"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.037193","37.644093"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.110588","37.622795"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.115089","37.621994"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.13739","37.625492"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.192795","37.631096"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.147789","37.639294"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.041794","37.633095"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.184189","37.630295"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.019188","37.633194"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.166092","37.630993"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.174988","37.618095"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.197289","37.651592"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.188194","37.651592"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.119591","37.625492"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.100792","37.654694"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.170189","37.618195"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.161491","37.640793"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.192688","37.651592"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.065292","37.654594"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.069794","37.654594"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.088089","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.179092","37.651592"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-100.996292","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.009392","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.115395","37.632893"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.156494","37.631096"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.032188","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.183594","37.651592"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.110893","37.644295"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.083092","37.644493"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.188087","37.630295"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.074394","37.654594"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.115692","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-100.996223","37.63316"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.005249","37.63316"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.009995","37.633095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.014191","37.633095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.000893","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.03289","37.629993"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.037788","37.654694"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.023689","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.064491","37.632893"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.14769","37.629093"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.074188","37.632893"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.097092","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.051193","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.142288","37.625492"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.18869","37.618095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.000893","37.633095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.041389","37.621994"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.045494","37.621796"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.019089","37.654694"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.055893","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.060692","37.654694"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.196991","37.618095"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.172188","37.628994"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.040993","37.644093"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.046494","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.074394","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.096992","37.654793"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.09269","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.064491","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.073395","37.621796"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.057487","37.632893"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.027695","37.644394"
"KS","Grant County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.183495","37.618095"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-100.991791","37.644394"
"KS","Haskell County","2013","1850","80.0","87.0","5944.68","123.4","249.75","135","-101.056091","37.654694"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.228195","32.332794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.215591","32.313496"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.226189","32.374294"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.214592","32.349094"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.202095","32.316994"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.184792","32.316494"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.227295","32.310593"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.205193","32.323994"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.243393","32.361294"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.196388","32.340195"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.208992","32.361195"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.177094","32.318195"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.20649","32.361095"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.238495","32.360794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.202393","32.350094"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.212189","32.349293"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.242691","32.352493"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.18219","32.317093"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.212395","32.374294"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.182091","32.325695"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.236092","32.361393"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.197693","32.349094"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.189896","32.349792"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.203194","32.331795"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.174492","32.322693"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.197693","32.332596"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.232895","32.341194"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.239189","32.333893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.211494","32.361492"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.243492","32.343994"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.227791","32.340595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.247589","32.350895"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.235794","32.355095"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.198692","32.340096"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.203789","32.376995"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.19529","32.332893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.214989","32.374393"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.227493","32.348595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.218491","32.331696"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.187492","32.343094"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.211189","32.331093"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.207893","32.323795"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.18409","32.333096"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.22039","32.374695"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.254692","32.359695"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.200691","32.376293"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.17659","32.332493"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.216492","32.361893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.186989","32.324493"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.192894","32.333195"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.233994","32.333195"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.20829","32.339394"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.246994","32.336796"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.219292","32.339794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.201195","32.361195"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.216293","32.339794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.210091","32.373795"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.213196","32.313595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.204788","32.349895"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.20649","32.378094"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.233192","32.355595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.245995","32.344193"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.224892","32.310993"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.225693","32.332893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.245895","32.360893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.213989","32.361492"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.218094","32.313496"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.194389","32.373394"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.211395","32.339893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.198891","32.362095"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.22319","32.322594"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.189995","32.317093"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.225594","32.362293"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.176491","32.338493"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.21389","32.339893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.178894","32.347694"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.207993","32.330994"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.230293","32.340893"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.206993","32.316895"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.203392","32.339993"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.204491","32.316994"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.183891","32.345894"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.232391","32.348694"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.240593","32.353394"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.179192","32.338493"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.196495","32.363194"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.223389","32.332394"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.184593","32.325092"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.175995","32.347393"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.193489","32.364494"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.22509","32.348595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.19249","32.350193"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.210793","32.313595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.222694","32.362892"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.223793","32.374393"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.225693","32.322395"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.217896","32.374794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.200195","32.332294"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.218292","32.322895"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.189392","32.323795"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.187592","32.317295"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.19519","32.349194"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.229996","32.348495"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.245193","32.351593"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.216995","32.348892"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.197189","32.324894"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.231293","32.362995"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.236694","32.333595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.205589","32.331394"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.230492","32.355595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.244995","32.337894"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.209694","32.349495"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.219894","32.362392"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.240791","32.344994"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.228088","32.362194"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.18129","32.346394"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.222595","32.348595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.22419","32.339695"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.179695","32.331795"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.220795","32.322796"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.191895","32.324196"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.213593","32.331295"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.220192","32.348694"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.179695","32.317696"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.248589","32.360394"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.251892","32.359894"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.220894","32.332092"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.194595","32.325092"
